Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
YearsInCurrentRole,0.73,Increases Risk,1259,1,0,0,0.007742898526055134,7378.36,Low
Travels Rarely,0.35,Increases Risk,1259,2,0,0,0.007742898526055134,7378.36,Low
DistanceFromHome,0.285,Increases Risk,1259,3,0,0,0.007742898526055134,7378.36,Low
Married,0.239,Increases Risk,1259,4,0,0,0.007742898526055134,7378.36,Low
Medical,0.21,Increases Risk,1259,5,0,0,0.007742898526055134,7378.36,Low
JobInvolvement,-0.61,Reduces Risk,1259,1,0,0,0.007742898526055134,7378.36,Low
Travels Frequently,-0.49,Reduces Risk,1259,2,0,0,0.007742898526055134,7378.36,Low
Single,-0.475,Reduces Risk,1259,3,0,0,0.007742898526055134,7378.36,Low
YearsWithCurrManager,-0.416,Reduces Risk,1259,4,0,0,0.007742898526055134,7378.36,Low
Overtime,-0.409,Reduces Risk,1259,5,0,0,0.007742898526055134,7378.36,Low
Manufacturing Director,0.541,Increases Risk,733,1,0,0,0.0020159349331841264,1985.62,Low
Travels Rarely,0.35,Increases Risk,733,2,0,0,0.0020159349331841264,1985.62,Low
Age,0.258,Increases Risk,733,3,0,0,0.0020159349331841264,1985.62,Low
Married,0.239,Increases Risk,733,4,0,0,0.0020159349331841264,1985.62,Low
Life Sciences,0.219,Increases Risk,733,5,0,0,0.0020159349331841264,1985.62,Low
JobInvolvement,-0.61,Reduces Risk,733,1,0,0,0.0020159349331841264,1985.62,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,733,2,0,0,0.0020159349331841264,1985.62,Low
YearsInCurrentRole,-0.513,Reduces Risk,733,3,0,0,0.0020159349331841264,1985.62,Low
JobSatisfaction,-0.51,Reduces Risk,733,4,0,0,0.0020159349331841264,1985.62,Low
Travels Frequently,-0.49,Reduces Risk,733,5,0,0,0.0020159349331841264,1985.62,Low
Travels Frequently,1.326,Increases Risk,582,1,0,0,0.001645346527112314,1256.91,Low
JobSatisfaction,0.281,Increases Risk,582,2,0,0,0.001645346527112314,1256.91,Low
Married,0.239,Increases Risk,582,3,0,0,0.001645346527112314,1256.91,Low
Life Sciences,0.219,Increases Risk,582,4,0,0,0.001645346527112314,1256.91,Low
YearsSinceLastPromotion,0.169,Increases Risk,582,5,0,0,0.001645346527112314,1256.91,Low
Travels Rarely,-0.622,Reduces Risk,582,1,0,0,0.001645346527112314,1256.91,Low
JobInvolvement,-0.61,Reduces Risk,582,2,0,0,0.001645346527112314,1256.91,Low
YearsInCurrentRole,-0.513,Reduces Risk,582,3,0,0,0.001645346527112314,1256.91,Low
Single,-0.475,Reduces Risk,582,4,0,0,0.001645346527112314,1256.91,Low
YearsWithCurrManager,-0.416,Reduces Risk,582,5,0,0,0.001645346527112314,1256.91,Low
Single,0.883,Increases Risk,464,1,0,0,0.025274609337986108,34079.78,Medium
Manufacturing Director,0.541,Increases Risk,464,2,0,0,0.025274609337986108,34079.78,Medium
Technical Degree,0.428,Increases Risk,464,3,0,0,0.025274609337986108,34079.78,Medium
Travels Rarely,0.35,Increases Risk,464,4,0,0,0.025274609337986108,34079.78,Medium
NumCompaniesWorked,0.291,Increases Risk,464,5,0,0,0.025274609337986108,34079.78,Medium
WorkLifeBalance,-0.515,Reduces Risk,464,1,0,0,0.025274609337986108,34079.78,Medium
JobSatisfaction,-0.51,Reduces Risk,464,2,0,0,0.025274609337986108,34079.78,Medium
Travels Frequently,-0.49,Reduces Risk,464,3,0,0,0.025274609337986108,34079.78,Medium
Overtime,-0.409,Reduces Risk,464,4,0,0,0.025274609337986108,34079.78,Medium
DistanceFromHome,-0.339,Reduces Risk,464,5,0,0,0.025274609337986108,34079.78,Medium
Overtime,1.744,Increases Risk,1236,1,1,1,0.5281994546563575,583195.58,High
Sales Executive,0.696,Increases Risk,1236,2,1,1,0.5281994546563575,583195.58,High
JobSatisfaction,0.676,Increases Risk,1236,3,1,1,0.5281994546563575,583195.58,High
NumCompaniesWorked,0.495,Increases Risk,1236,4,1,1,0.5281994546563575,583195.58,High
Sales Department,0.404,Increases Risk,1236,5,1,1,0.5281994546563575,583195.58,High
YearsAtCompany,-0.5,Reduces Risk,1236,1,1,1,0.5281994546563575,583195.58,High
Travels Frequently,-0.49,Reduces Risk,1236,2,1,1,0.5281994546563575,583195.58,High
Single,-0.475,Reduces Risk,1236,3,1,1,0.5281994546563575,583195.58,High
StockOptionLevel,-0.459,Reduces Risk,1236,4,1,1,0.5281994546563575,583195.58,High
TotalWorkingYears,-0.332,Reduces Risk,1236,5,1,1,0.5281994546563575,583195.58,High
NumCompaniesWorked,0.699,Increases Risk,704,1,0,0,0.0037563407424644002,5289.45,Low
Sales Executive,0.696,Increases Risk,704,2,0,0,0.0037563407424644002,5289.45,Low
Sales Department,0.404,Increases Risk,704,3,0,0,0.0037563407424644002,5289.45,Low
YearsAtCompany,0.379,Increases Risk,704,4,0,0,0.0037563407424644002,5289.45,Low
Travels Rarely,0.35,Increases Risk,704,5,0,0,0.0037563407424644002,5289.45,Low
YearsInCurrentRole,-0.868,Reduces Risk,704,1,0,0,0.0037563407424644002,5289.45,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,704,2,0,0,0.0037563407424644002,5289.45,Low
YearsWithCurrManager,-0.547,Reduces Risk,704,3,0,0,0.0037563407424644002,5289.45,Low
JobSatisfaction,-0.51,Reduces Risk,704,4,0,0,0.0037563407424644002,5289.45,Low
Travels Frequently,-0.49,Reduces Risk,704,5,0,0,0.0037563407424644002,5289.45,Low
JobInvolvement,0.343,Increases Risk,1040,1,0,0,0.0002440469656360001,604.32,Low
EstimatedMonthlySalary,0.33,Increases Risk,1040,2,0,0,0.0002440469656360001,604.32,Low
YearsSinceLastPromotion,0.329,Increases Risk,1040,3,0,0,0.0002440469656360001,604.32,Low
JobSatisfaction,0.281,Increases Risk,1040,4,0,0,0.0002440469656360001,604.32,Low
YearsAtCompany,0.269,Increases Risk,1040,5,0,0,0.0002440469656360001,604.32,Low
JobRole_Research Director,-1.125,Reduces Risk,1040,1,0,0,0.0002440469656360001,604.32,Low
YearsInCurrentRole,-0.691,Reduces Risk,1040,2,0,0,0.0002440469656360001,604.32,Low
Travels Rarely,-0.622,Reduces Risk,1040,3,0,0,0.0002440469656360001,604.32,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,1040,4,0,0,0.0002440469656360001,604.32,Low
YearsWithCurrManager,-0.547,Reduces Risk,1040,5,0,0,0.0002440469656360001,604.32,Low
Research Scientist,0.75,Increases Risk,864,1,1,0,0.20590230055583655,78090.51,Medium
YearsInCurrentRole,0.73,Increases Risk,864,2,1,0,0.20590230055583655,78090.51,Medium
NumCompaniesWorked,0.699,Increases Risk,864,3,1,0,0.20590230055583655,78090.51,Medium
JobSatisfaction,0.676,Increases Risk,864,4,1,0,0.20590230055583655,78090.51,Medium
WorkLifeBalance,0.589,Increases Risk,864,5,1,0,0.20590230055583655,78090.51,Medium
Travels Rarely,-0.622,Reduces Risk,864,1,1,0,0.20590230055583655,78090.51,Medium
YearsAtCompany,-0.609,Reduces Risk,864,2,1,0,0.20590230055583655,78090.51,Medium
Travels Frequently,-0.49,Reduces Risk,864,3,1,0,0.20590230055583655,78090.51,Medium
Single,-0.475,Reduces Risk,864,4,1,0,0.20590230055583655,78090.51,Medium
Overtime,-0.409,Reduces Risk,864,5,1,0,0.20590230055583655,78090.51,Medium
Laboratory Technician,1.794,Increases Risk,51,1,1,1,0.8589846322946341,532037.9,High
Overtime,1.744,Increases Risk,51,2,1,1,0.8589846322946341,532037.9,High
Single,0.883,Increases Risk,51,3,1,1,0.8589846322946341,532037.9,High
TotalWorkingYears,0.497,Increases Risk,51,4,1,1,0.8589846322946341,532037.9,High
Technical Degree,0.428,Increases Risk,51,5,1,1,0.8589846322946341,532037.9,High
YearsAtCompany,-0.5,Reduces Risk,51,1,1,1,0.8589846322946341,532037.9,High
Travels Frequently,-0.49,Reduces Risk,51,2,1,1,0.8589846322946341,532037.9,High
NumCompaniesWorked,-0.32,Reduces Risk,51,3,1,1,0.8589846322946341,532037.9,High
Sales Executive,-0.244,Reduces Risk,51,4,1,1,0.8589846322946341,532037.9,High
Research Scientist,-0.237,Reduces Risk,51,5,1,1,0.8589846322946341,532037.9,High
Research Scientist,0.75,Increases Risk,1307,1,0,0,0.01706339483662669,11029.44,Low
JobSatisfaction,0.676,Increases Risk,1307,2,0,0,0.01706339483662669,11029.44,Low
TotalWorkingYears,0.438,Increases Risk,1307,3,0,0,0.01706339483662669,11029.44,Low
YearsInCurrentRole,0.375,Increases Risk,1307,4,0,0,0.01706339483662669,11029.44,Low
Travels Rarely,0.35,Increases Risk,1307,5,0,0,0.01706339483662669,11029.44,Low
Travels Frequently,-0.49,Reduces Risk,1307,1,0,0,0.01706339483662669,11029.44,Low
Single,-0.475,Reduces Risk,1307,2,0,0,0.01706339483662669,11029.44,Low
Overtime,-0.409,Reduces Risk,1307,3,0,0,0.01706339483662669,11029.44,Low
YearsAtCompany,-0.39,Reduces Risk,1307,4,0,0,0.01706339483662669,11029.44,Low
Medical,-0.343,Reduces Risk,1307,5,0,0,0.01706339483662669,11029.44,Low
Single,0.883,Increases Risk,168,1,0,0,0.049894320607435316,78008.77,Medium
Sales Executive,0.696,Increases Risk,168,2,0,0,0.049894320607435316,78008.77,Medium
EnvironmentSatisfaction,0.55,Increases Risk,168,3,0,0,0.049894320607435316,78008.77,Medium
Sales Department,0.404,Increases Risk,168,4,0,0,0.049894320607435316,78008.77,Medium
Travels Rarely,0.35,Increases Risk,168,5,0,0,0.049894320607435316,78008.77,Medium
WorkLifeBalance,-0.515,Reduces Risk,168,1,0,0,0.049894320607435316,78008.77,Medium
JobSatisfaction,-0.51,Reduces Risk,168,2,0,0,0.049894320607435316,78008.77,Medium
Travels Frequently,-0.49,Reduces Risk,168,3,0,0,0.049894320607435316,78008.77,Medium
YearsWithCurrManager,-0.416,Reduces Risk,168,4,0,0,0.049894320607435316,78008.77,Medium
Overtime,-0.409,Reduces Risk,168,5,0,0,0.049894320607435316,78008.77,Medium
YearsSinceLastPromotion,0.812,Increases Risk,1094,1,0,0,0.10746668959951085,105869.73,Medium
Sales Executive,0.696,Increases Risk,1094,2,0,0,0.10746668959951085,105869.73,Medium
JobSatisfaction,0.676,Increases Risk,1094,3,0,0,0.10746668959951085,105869.73,Medium
EnvironmentSatisfaction,0.55,Increases Risk,1094,4,0,0,0.10746668959951085,105869.73,Medium
Sales Department,0.404,Increases Risk,1094,5,0,0,0.10746668959951085,105869.73,Medium
NumCompaniesWorked,-0.524,Reduces Risk,1094,1,0,0,0.10746668959951085,105869.73,Medium
WorkLifeBalance,-0.515,Reduces Risk,1094,2,0,0,0.10746668959951085,105869.73,Medium
Travels Frequently,-0.49,Reduces Risk,1094,3,0,0,0.10746668959951085,105869.73,Medium
Single,-0.475,Reduces Risk,1094,4,0,0,0.10746668959951085,105869.73,Medium
Overtime,-0.409,Reduces Risk,1094,5,0,0,0.10746668959951085,105869.73,Medium
Research Scientist,0.75,Increases Risk,1113,1,0,0,0.04221483663921331,31055.77,Medium
JobSatisfaction,0.676,Increases Risk,1113,2,0,0,0.04221483663921331,31055.77,Medium
Technical Degree,0.428,Increases Risk,1113,3,0,0,0.04221483663921331,31055.77,Medium
NumCompaniesWorked,0.291,Increases Risk,1113,4,0,0,0.04221483663921331,31055.77,Medium
YearsWithCurrManager,0.24,Increases Risk,1113,5,0,0,0.04221483663921331,31055.77,Medium
Travels Rarely,-0.622,Reduces Risk,1113,1,0,0,0.04221483663921331,31055.77,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,1113,2,0,0,0.04221483663921331,31055.77,Medium
Travels Frequently,-0.49,Reduces Risk,1113,3,0,0,0.04221483663921331,31055.77,Medium
Single,-0.475,Reduces Risk,1113,4,0,0,0.04221483663921331,31055.77,Medium
Overtime,-0.409,Reduces Risk,1113,5,0,0,0.04221483663921331,31055.77,Medium
Travels Frequently,1.326,Increases Risk,765,1,0,0,0.04644768552222897,23585.21,Low
Research Scientist,0.75,Increases Risk,765,2,0,0,0.04644768552222897,23585.21,Low
YearsInCurrentRole,0.375,Increases Risk,765,3,0,0,0.04644768552222897,23585.21,Low
RelationshipSatisfaction,0.267,Increases Risk,765,4,0,0,0.04644768552222897,23585.21,Low
YearsWithCurrManager,0.24,Increases Risk,765,5,0,0,0.04644768552222897,23585.21,Low
Travels Rarely,-0.622,Reduces Risk,765,1,0,0,0.04644768552222897,23585.21,Low
Other Education,-0.519,Reduces Risk,765,2,0,0,0.04644768552222897,23585.21,Low
YearsAtCompany,-0.5,Reduces Risk,765,3,0,0,0.04644768552222897,23585.21,Low
Single,-0.475,Reduces Risk,765,4,0,0,0.04644768552222897,23585.21,Low
Overtime,-0.409,Reduces Risk,765,5,0,0,0.04644768552222897,23585.21,Low
JobRole_Sales Representative,1.949,Increases Risk,363,1,1,1,0.7227005802477233,370875.48,High
Overtime,1.744,Increases Risk,363,2,1,1,0.7227005802477233,370875.48,High
Single,0.883,Increases Risk,363,3,1,1,0.7227005802477233,370875.48,High
YearsInCurrentRole,0.73,Increases Risk,363,4,1,1,0.7227005802477233,370875.48,High
TotalWorkingYears,0.557,Increases Risk,363,5,1,1,0.7227005802477233,370875.48,High
YearsAtCompany,-0.609,Reduces Risk,363,1,1,1,0.7227005802477233,370875.48,High
EnvironmentSatisfaction,-0.588,Reduces Risk,363,2,1,1,0.7227005802477233,370875.48,High
Travels Frequently,-0.49,Reduces Risk,363,3,1,1,0.7227005802477233,370875.48,High
NumCompaniesWorked,-0.32,Reduces Risk,363,4,1,1,0.7227005802477233,370875.48,High
YearsSinceLastPromotion,-0.313,Reduces Risk,363,5,1,1,0.7227005802477233,370875.48,High
YearsSinceLastPromotion,0.812,Increases Risk,261,1,0,0,0.006461316784534888,6104.78,Low
Sales Executive,0.696,Increases Risk,261,2,0,0,0.006461316784534888,6104.78,Low
TrainingTimesLastYear,0.434,Increases Risk,261,3,0,0,0.006461316784534888,6104.78,Low
Sales Department,0.404,Increases Risk,261,4,0,0,0.006461316784534888,6104.78,Low
JobInvolvement,0.343,Increases Risk,261,5,0,0,0.006461316784534888,6104.78,Low
Travels Rarely,-0.622,Reduces Risk,261,1,0,0,0.006461316784534888,6104.78,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,261,2,0,0,0.006461316784534888,6104.78,Low
YearsInCurrentRole,-0.513,Reduces Risk,261,3,0,0,0.006461316784534888,6104.78,Low
JobSatisfaction,-0.51,Reduces Risk,261,4,0,0,0.006461316784534888,6104.78,Low
Travels Frequently,-0.49,Reduces Risk,261,5,0,0,0.006461316784534888,6104.78,Low
Overtime,1.744,Increases Risk,946,1,1,1,0.8227503486989673,1346776.5,High
Single,0.883,Increases Risk,946,2,1,1,0.8227503486989673,1346776.5,High
Sales Executive,0.696,Increases Risk,946,3,1,1,0.8227503486989673,1346776.5,High
DistanceFromHome,0.66,Increases Risk,946,4,1,1,0.8227503486989673,1346776.5,High
YearsWithCurrManager,0.503,Increases Risk,946,5,1,1,0.8227503486989673,1346776.5,High
EnvironmentSatisfaction,-0.588,Reduces Risk,946,1,1,1,0.8227503486989673,1346776.5,High
Travels Frequently,-0.49,Reduces Risk,946,2,1,1,0.8227503486989673,1346776.5,High
Marketing,-0.272,Reduces Risk,946,3,1,1,0.8227503486989673,1346776.5,High
Laboratory Technician,-0.268,Reduces Risk,946,4,1,1,0.8227503486989673,1346776.5,High
Research Scientist,-0.237,Reduces Risk,946,5,1,1,0.8227503486989673,1346776.5,High
Single,0.883,Increases Risk,591,1,1,1,0.5442695918641941,521584.44,High
Sales Executive,0.696,Increases Risk,591,2,1,1,0.5442695918641941,521584.44,High
JobSatisfaction,0.676,Increases Risk,591,3,1,1,0.5442695918641941,521584.44,High
EnvironmentSatisfaction,0.55,Increases Risk,591,4,1,1,0.5442695918641941,521584.44,High
NumCompaniesWorked,0.495,Increases Risk,591,5,1,1,0.5442695918641941,521584.44,High
Travels Frequently,-0.49,Reduces Risk,591,1,1,1,0.5442695918641941,521584.44,High
Overtime,-0.409,Reduces Risk,591,2,1,1,0.5442695918641941,521584.44,High
YearsAtCompany,-0.39,Reduces Risk,591,3,1,1,0.5442695918641941,521584.44,High
YearsSinceLastPromotion,-0.313,Reduces Risk,591,4,1,1,0.5442695918641941,521584.44,High
Male,-0.296,Reduces Risk,591,5,1,1,0.5442695918641941,521584.44,High
Overtime,1.744,Increases Risk,528,1,1,1,0.5248289569656975,642012.77,High
Travels Frequently,1.326,Increases Risk,528,2,1,1,0.5248289569656975,642012.77,High
Sales Executive,0.696,Increases Risk,528,3,1,1,0.5248289569656975,642012.77,High
Technical Degree,0.428,Increases Risk,528,4,1,1,0.5248289569656975,642012.77,High
Sales Department,0.404,Increases Risk,528,5,1,1,0.5248289569656975,642012.77,High
Travels Rarely,-0.622,Reduces Risk,528,1,1,1,0.5248289569656975,642012.77,High
Single,-0.475,Reduces Risk,528,2,1,1,0.5248289569656975,642012.77,High
TotalWorkingYears,-0.45,Reduces Risk,528,3,1,1,0.5248289569656975,642012.77,High
Age,-0.38,Reduces Risk,528,4,1,1,0.5248289569656975,642012.77,High
YearsAtCompany,-0.28,Reduces Risk,528,5,1,1,0.5248289569656975,642012.77,High
Overtime,1.744,Increases Risk,892,1,1,0,0.4847202810210066,162197.1,High
Single,0.883,Increases Risk,892,2,1,0,0.4847202810210066,162197.1,High
Research Scientist,0.75,Increases Risk,892,3,1,0,0.4847202810210066,162197.1,High
TotalWorkingYears,0.557,Increases Risk,892,4,1,0,0.4847202810210066,162197.1,High
YearsInCurrentRole,0.552,Increases Risk,892,5,1,0,0.4847202810210066,162197.1,High
Travels Rarely,-0.622,Reduces Risk,892,1,1,0,0.4847202810210066,162197.1,High
YearsAtCompany,-0.609,Reduces Risk,892,2,1,0,0.4847202810210066,162197.1,High
WorkLifeBalance,-0.515,Reduces Risk,892,3,1,0,0.4847202810210066,162197.1,High
Travels Frequently,-0.49,Reduces Risk,892,4,1,0,0.4847202810210066,162197.1,High
Medical,-0.343,Reduces Risk,892,5,1,0,0.4847202810210066,162197.1,High
NumCompaniesWorked,0.699,Increases Risk,429,1,0,0,0.005770930063946827,18553.42,Low
WorkLifeBalance,0.589,Increases Risk,429,2,0,0,0.005770930063946827,18553.42,Low
EnvironmentSatisfaction,0.55,Increases Risk,429,3,0,0,0.005770930063946827,18553.42,Low
EstimatedMonthlySalary,0.498,Increases Risk,429,4,0,0,0.005770930063946827,18553.42,Low
YearsInCurrentRole,0.375,Increases Risk,429,5,0,0,0.005770930063946827,18553.42,Low
JobRole_Research Director,-1.125,Reduces Risk,429,1,0,0,0.005770930063946827,18553.42,Low
TotalWorkingYears,-0.924,Reduces Risk,429,2,0,0,0.005770930063946827,18553.42,Low
Travels Frequently,-0.49,Reduces Risk,429,3,0,0,0.005770930063946827,18553.42,Low
Single,-0.475,Reduces Risk,429,4,0,0,0.005770930063946827,18553.42,Low
Overtime,-0.409,Reduces Risk,429,5,0,0,0.005770930063946827,18553.42,Low
Overtime,1.744,Increases Risk,309,1,0,0,0.1606400062502708,139400.18,High
Research Scientist,0.75,Increases Risk,309,2,0,0,0.1606400062502708,139400.18,High
Technical Degree,0.428,Increases Risk,309,3,0,0,0.1606400062502708,139400.18,High
YearsInCurrentRole,0.375,Increases Risk,309,4,0,0,0.1606400062502708,139400.18,High
Travels Rarely,0.35,Increases Risk,309,5,0,0,0.1606400062502708,139400.18,High
NumCompaniesWorked,-0.524,Reduces Risk,309,1,0,0,0.1606400062502708,139400.18,High
JobSatisfaction,-0.51,Reduces Risk,309,2,0,0,0.1606400062502708,139400.18,High
Travels Frequently,-0.49,Reduces Risk,309,3,0,0,0.1606400062502708,139400.18,High
Single,-0.475,Reduces Risk,309,4,0,0,0.1606400062502708,139400.18,High
YearsSinceLastPromotion,-0.313,Reduces Risk,309,5,0,0,0.1606400062502708,139400.18,High
YearsSinceLastPromotion,2.097,Increases Risk,123,1,0,0,0.004957417864225861,17433.55,Low
YearsAtCompany,1.477,Increases Risk,123,2,0,0,0.004957417864225861,17433.55,Low
NumCompaniesWorked,0.903,Increases Risk,123,3,0,0,0.004957417864225861,17433.55,Low
Single,0.883,Increases Risk,123,4,0,0,0.004957417864225861,17433.55,Low
EstimatedMonthlySalary,0.567,Increases Risk,123,5,0,0,0.004957417864225861,17433.55,Low
YearsInCurrentRole,-2.466,Reduces Risk,123,1,0,0,0.004957417864225861,17433.55,Low
YearsWithCurrManager,-1.466,Reduces Risk,123,2,0,0,0.004957417864225861,17433.55,Low
JobRole_Research Director,-1.125,Reduces Risk,123,3,0,0,0.004957417864225861,17433.55,Low
TotalWorkingYears,-0.746,Reduces Risk,123,4,0,0,0.004957417864225861,17433.55,Low
Travels Frequently,-0.49,Reduces Risk,123,5,0,0,0.004957417864225861,17433.55,Low
YearsSinceLastPromotion,1.133,Increases Risk,964,1,0,0,0.07784829441106564,85827.74,Medium
Single,0.883,Increases Risk,964,2,0,0,0.07784829441106564,85827.74,Medium
Sales Executive,0.696,Increases Risk,964,3,0,0,0.07784829441106564,85827.74,Medium
JobSatisfaction,0.676,Increases Risk,964,4,0,0,0.07784829441106564,85827.74,Medium
Sales Department,0.404,Increases Risk,964,5,0,0,0.07784829441106564,85827.74,Medium
YearsInCurrentRole,-0.691,Reduces Risk,964,1,0,0,0.07784829441106564,85827.74,Medium
TrainingTimesLastYear,-0.523,Reduces Risk,964,2,0,0,0.07784829441106564,85827.74,Medium
WorkLifeBalance,-0.515,Reduces Risk,964,3,0,0,0.07784829441106564,85827.74,Medium
Travels Frequently,-0.49,Reduces Risk,964,4,0,0,0.07784829441106564,85827.74,Medium
Overtime,-0.409,Reduces Risk,964,5,0,0,0.07784829441106564,85827.74,Medium
Laboratory Technician,1.794,Increases Risk,1219,1,0,0,0.1200912253395179,64287.23,Medium
NumCompaniesWorked,1.31,Increases Risk,1219,2,0,0,0.1200912253395179,64287.23,Medium
Travels Rarely,0.35,Increases Risk,1219,3,0,0,0.1200912253395179,64287.23,Medium
YearsWithCurrManager,0.24,Increases Risk,1219,4,0,0,0.1200912253395179,64287.23,Medium
Married,0.239,Increases Risk,1219,5,0,0,0.1200912253395179,64287.23,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,1219,1,0,0,0.1200912253395179,64287.23,Medium
Travels Frequently,-0.49,Reduces Risk,1219,2,0,0,0.1200912253395179,64287.23,Medium
Single,-0.475,Reduces Risk,1219,3,0,0,0.1200912253395179,64287.23,Medium
Overtime,-0.409,Reduces Risk,1219,4,0,0,0.1200912253395179,64287.23,Medium
Medical,-0.343,Reduces Risk,1219,5,0,0,0.1200912253395179,64287.23,Medium
