Department,JobRole,AgeGroup,SalaryGroup,EstimatedMonthlySalary,BusinessTravel,OverTime,Attrition,Gender
Sales,Sales Executive,18-25,Medium,49070,Travel Rarely,Yes,No,Female
Sales,Sales Representative,46-60,Medium,34820,Non-Travel,No,No,Male
Research & Development,Research Scientist,36-45,Low,24360,Travel Rarely,Yes,No,Male
Sales,Sales Representative,18-25,Low,23800,Travel Rarely,Yes,No,Male
Research & Development,Manager,36-45,Very High,194310,Non-Travel,No,No,Male
Sales,Sales Representative,18-25,Low,17900,Travel Frequently,No,Yes,Male
Sales,Sales Executive,36-45,High,76440,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,36-45,High,51310,Travel Frequently,No,No,Female
Research & Development,Healthcare Representative,46-60,High,63060,Non-Travel,No,No,Male
Research & Development,Research Scientist,26-35,Medium,47870,Travel Rarely,Yes,Yes,Male
Research & Development,Manager,36-45,Very High,188800,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,46-60,Low,23390,Travel Rarely,No,Yes,Male
Research & Development,Manufacturing Director,36-45,Very High,135700,Travel Rarely,No,No,Female
Sales,Sales Executive,26-35,High,67120,Travel Rarely,No,No,Female
Sales,Sales Executive,36-45,High,54060,Non-Travel,No,No,Male
Sales,Sales Executive,36-45,Very High,89380,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,24390,Travel Rarely,No,No,Male
Human Resources,Human Resources,26-35,Very High,88370,Travel Rarely,Yes,No,Female
Sales,Sales Executive,36-45,High,53430,Travel Rarely,No,No,Female
Sales,Sales Executive,46-60,High,67280,Travel Frequently,No,Yes,Male
Sales,Sales Executive,36-45,High,66520,Travel Rarely,No,No,Female
Sales,Sales Executive,36-45,Medium,48500,Travel Rarely,No,No,Female
Research & Development,Research Scientist,36-45,Low,28090,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,High,56890,Travel Frequently,Yes,No,Male
Research & Development,Research Scientist,36-45,Low,20010,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,Medium,29770,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,26-35,Medium,40250,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,26-35,Medium,37850,Travel Rarely,No,No,Female
Sales,Sales Executive,46-60,Very High,108540,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,36-45,Very High,120310,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,26-35,Very High,99360,Non-Travel,No,No,Male
Sales,Sales Representative,26-35,Medium,29660,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,36-45,Low,25710,Travel Frequently,No,No,Male
Research & Development,Healthcare Representative,36-45,Very High,99910,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,26-35,High,61420,Travel Rarely,Yes,No,Male
Sales,Sales Executive,46-60,High,53900,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,44040,Travel Rarely,No,No,Male
